"date","FL152090005.Q","FL152090006.Q","FL152000005.Q","FL152000006.Q","FL154190005.Q","FL154190006.Q","LM152010005.Q","LM152010006.Q","FL154090005.Q","FL154090006.Q","FL153165105.Q","FL153165106.Q","FL153166000.Q","FL153166006.Q","FL154199005.Q","FL154199006.Q","LM155035015.Q","LM155035016.Q","LM155111005.Q","LM155111006.Q","LM162010005.Q","LM162010006.Q","FL154000025.Q","FL154000026.Q","LM153064105.Q","LM153064106.Q","LM153064175.Q","LM153064176.Q","FL594190045.Q","FL594190046.Q","LM152090205.Q","LM152090206.Q","FL153099005.Q","FL153099006.Q","FC152090005.Q","FC153064475.Q","FC155035005.Q","FC152090045.Q","FA156012005.Q"
"1971:Q2",  4112398,497.66,  4607544,557.58,  495146, 59.92, 1461016,176.80, 3146528,380.77,  295363,35.74, 138912,16.81,  60871, 7.37,  917847,111.07, 370738,44.86, 172431,20.87,  587212,71.06,  673008, 81.44,   68928, 8.34,  681826, 82.51,  689727, 83.47,  445827, 53.95,   73894,   -3028,   26567,  50355,  826350
"1971:Q1",  4038504,501.47,  4519999,561.26,  481495, 59.79, 1427159,177.21, 3092840,384.05,  289592,35.96, 134072,16.65,  57831, 7.18,  896384,111.31, 363713,45.16, 167062,20.74,  566008,70.28,  677192, 84.09,   67772, 8.42,  662182, 82.23,  674678, 83.78,  445008, 55.26,  162627,   68927,   26727,  66973,  805328
"1970:Q4",  3875876,495.52,  4354617,556.72,  478741, 61.21, 1390872,177.82, 2963745,378.91,  286015,36.57, 133660,17.09,  59066, 7.55,  874469,111.80, 354452,45.32, 161951,20.70,  542084,69.30,  617535, 78.95,   58502, 7.48,  643648, 82.29,  654591, 83.69,  447385, 57.20,  123416,   59235,   19411,  44770,  782186
"1970:Q3",  3752460,484.80,  4222199,545.49,  469739, 60.69, 1362891,176.08, 2859308,369.41,  282347,36.48, 131424,16.98,  55968, 7.23,  859007,110.98, 346138,44.72, 157746,20.38,  525371,67.88,  564830, 72.97,   51972, 6.71,  626474, 80.94,  645889, 83.45,  444772, 57.46,  127648,   87089,    -647,  41206,  774022
"1970:Q2",  3624812,480.41,  4087612,541.75,  462800, 61.34, 1356816,179.83, 2730796,361.92,  278674,36.93, 129421,17.15,  54705, 7.25,  861308,114.15, 339663,45.02, 155845,20.65,  503670,66.75,  485341, 64.32,   44372, 5.88,  609454, 80.77,  650399, 86.20,  437560, 57.99,  -63210, -142355,   32896,  46249,  754520
"1970:Q1",  3688022,500.30,  4144263,562.19,  456241, 61.89, 1318327,178.84, 2825936,383.35,  275814,37.42, 126663,17.18,  53764, 7.29,  834315,113.18, 334334,45.35, 149678,20.30,  489126,66.35,  614722, 83.39,   57346, 7.78,  591952, 80.30,  632637, 85.82,  440153, 59.71,   27622,  -20894,    4870,  43646,  737168
"1969:Q4",  3660400,507.59,  4124180,571.90,  463780, 64.31, 1308683,181.47, 2815497,390.42,  278689,38.65, 129231,17.92,  55860, 7.75,  832441,115.43, 329836,45.74, 146406,20.30,  492217,68.26,  638771, 88.58,   54190, 7.51,  575487, 79.80,  623271, 86.43,  431561, 59.84,   18030,  -46172,   23657,  40546,  721137
"1969:Q3",  3642369,514.84,  4094550,578.75,  452181, 63.91, 1278153,180.66, 2816397,398.09,  274512,38.80, 125813,17.78,  51856, 7.33,  812973,114.91, 323236,45.69, 141944,20.06,  486346,68.74,  685983, 96.96,   53151, 7.51,  560301, 79.20,  612652, 86.60,  417964, 59.08,   22028,  -22563,   12136,  32455,  707480
"1969:Q2",  3620342,528.56,  4066674,593.72,  446332, 65.16, 1259344,183.86, 2807330,409.86,  269738,39.38, 123675,18.06,  52919, 7.73,  804195,117.41, 316838,46.26, 138311,20.19,  489073,71.40,  707369,103.27,   54328, 7.93,  545331, 79.62,  608683, 88.87,  402546, 58.77,    7326,  -39616,   18299,  28643,  684950
"1969:Q1",  3613016,539.45,  4047936,604.39,  434920, 64.94, 1233251,184.13, 2814685,420.26,  264857,39.55, 118884,17.75,  51179, 7.64,  789668,117.90, 309289,46.18, 134294,20.05,  482823,72.09,  744967,111.23,   56346, 8.41,  530499, 79.21,  599735, 89.55,  400315, 59.77,   17320,  -48691,   24977,  41034,  669756
"1968:Q4",  3595696,543.43,  4031840,609.35,  436144, 65.92, 1200785,181.48, 2831055,427.87,  262934,39.74, 119324,18.03,  53886, 8.14,  768164,116.10, 302030,45.65, 130591,19.74,  485278,73.34,  791217,119.58,   58787, 8.88,  516987, 78.13,  588300, 88.91,  390486, 59.02,  169558,   89381,   40126,  40051,  661666
"1968:Q3",  3426138,527.59,  3848919,592.70,  422781, 65.10, 1152220,177.43, 2696699,415.27,  258183,39.76, 114160,17.58,  50438, 7.77,  732574,112.81, 293832,45.25, 125814,19.37,  470535,72.46,  704961,108.56,   55662, 8.57,  503632, 77.55,  571552, 88.01,  390357, 60.11,   62105,   10213,   13357,  38535,  649389
"1968:Q2",  3364033,525.07,  3779215,589.87,  415182, 64.80, 1130394,176.43, 2648821,413.43,  253675,39.59, 111404,17.39,  50103, 7.82,  721691,112.64, 285579,44.57, 123124,19.22,  458357,71.54,  697350,108.84,   53060, 8.28,  490975, 76.63,  564499, 88.11,  384580, 60.03,  137884,   90985,   18369,  28530,  640688
"1968:Q1",  3226149,517.05,  3628617,581.55,  402468, 64.50, 1104937,177.09, 2523680,404.47,  249378,39.97, 107272,17.19,  45818, 7.34,  706181,113.18, 278699,44.67, 120057,19.24,  450905,72.27,  614330, 98.46,   45095, 7.23,  478226, 76.64,  556278, 89.15,  378846, 60.72,   22373,  -53062,   23532,  51903,  623954
"1967:Q4",  3203775,527.56,  3614644,595.22,  410869, 67.66, 1074447,176.93, 2540197,418.29,  245974,40.50, 108567,17.88,  56328, 9.28,  685689,112.91, 271925,44.78, 116833,19.24,  446058,73.45,  663212,109.21,   49275, 8.11,  466547, 76.83,  543203, 89.45,  371902, 61.24,   67675,   23831,   19738,  24105,  607280
"1967:Q3",  3136101,524.65,  3525310,589.76,  389209, 65.11, 1047820,175.29, 2477490,414.47,  241547,40.41, 105544,17.66,  42118, 7.05,  668871,111.90, 265245,44.37, 113704,19.02,  433419,72.51,  640691,107.18,   47964, 8.02,  456662, 76.40,  533656, 89.28,  365098, 61.08,   86646,   39841,   11718,  35086,  597752
"1967:Q2",  3049455,519.77,  3432602,585.07,  383147, 65.31, 1028922,175.38, 2403680,409.70,  237076,40.41, 104131,17.75,  41940, 7.15,  659242,112.37, 258256,44.02, 111424,18.99,  421951,71.92,  604589,103.05,   44225, 7.54,  447034, 76.20,  528324, 90.05,  357557, 60.94,   41045,    7426,    9445,  24174,  586696
"1967:Q1",  3008410,519.30,  3384222,584.17,  375812, 64.87, 1013807,175.00, 2370415,409.17,  234221,40.43, 101348,17.49,  40243, 6.95,  651709,112.50, 252772,43.63, 109326,18.87,  410252,70.82,  598894,103.38,   42494, 7.34,  436980, 75.43,  522816, 90.25,  358979, 61.97,  106166,   73437,    4385,  28345,  579322
"1966:Q4",  2902244,510.01,  3278266,576.08,  376022, 66.08, 1005994,176.78, 2272272,399.30,  232742,40.90, 103422,18.17,  39858, 7.00,  648979,114.04, 249526,43.85, 107489,18.89,  400590,70.39,  531413, 93.38,   36538, 6.42,  427837, 75.18,  518539, 91.12,  357355, 62.80,   89046,   37117,   20365,  31565,  569061
"1966:Q3",  2813197,504.01,  3182748,570.22,  369551, 66.21,  979823,175.54, 2202925,394.67,  230272,41.26, 100989,18.09,  38290, 6.86,  631432,113.13, 243936,43.70, 104455,18.71,  393446,70.49,  497565, 89.14,   33270, 5.96,  418351, 74.95,  507729, 90.96,  352564, 63.16,  -28317,  -62173,    2554,  31302,  558165
"1966:Q2",  2841514,519.24,  3207174,586.06,  365660, 66.82,  971324,177.49, 2235850,408.57,  227232,41.52, 100205,18.31,  38223, 6.98,  630518,115.22, 238181,43.52, 102625,18.75,  388507,70.99,  555295,101.47,   37712, 6.89,  409120, 74.76,  501725, 91.68,  343491, 62.77,   32187,  -26923,   29937,  29173,  547242
"1966:Q1",  2809327,518.92,  3165291,584.68,  355964, 65.75,  935825,172.86, 2229466,411.82,  223358,41.26,  97096,17.94,  35510, 6.56,  604127,111.59, 232807,43.00,  98891,18.27,  384123,70.95,  580912,107.30,   39018, 7.21,  399651, 73.82,  487744, 90.09,  338018, 62.44,    6610,  -19548,    -207,  26365,  541375
"1965:Q4",  2802717,526.87,  3155503,593.19,  352786, 66.32,  930942,175.00, 2224561,418.19,  219449,41.25,  97489,18.33,  35848, 6.74,  605593,113.84, 227877,42.84,  97472,18.32,  380095,71.45,  600945,112.97,   38533, 7.24,  391197, 73.54,  485042, 91.18,  328749, 61.80,   80415,   37428,   15250,  27737,  531956
"1965:Q3",  2722302,523.66,  3065687,589.71,  343385, 66.05,  912547,175.54, 2153140,414.17,  215042,41.37,  94391,18.16,  33952, 6.53,  593543,114.17, 224873,43.26,  94131,18.11,  369423,71.06,  566351,108.94,   35700, 6.87,  383354, 73.74,  471934, 90.78,  326378, 62.78,   77825,   48726,    5943,  23156,  519863
"1965:Q2",  2644477,524.54,  2980946,591.28,  336469, 66.74,  903705,179.25, 2077241,412.03,  210329,41.72,  92243,18.30,  33897, 6.72,  589142,116.86, 222137,44.06,  92426,18.33,  357846,70.98,  520800,103.30,   32525, 6.45,  375832, 74.55,  468067, 92.84,  322171, 63.90,   -3070,  -23398,    5479,  14850,  504149
"1965:Q1",  2647547,533.76,  2974411,599.66,  326864, 65.90,  895205,180.48, 2079206,419.18,  205891,41.51,  87645,17.67,  33328, 6.72,  585435,118.03, 219247,44.20,  90523,18.25,  351297,70.82,  543741,109.62,   32982, 6.65,  368158, 74.22,  463183, 93.38,  319845, 64.48,   43712,   14574,    7115,  22022,  496020
"1964:Q4",  2603835,532.84,  2927204,599.01,  323369, 66.17,  884106,180.92, 2043098,418.09,  202335,41.40,  87352,17.88,  33682, 6.89,  579830,118.65, 215400,44.08,  88876,18.19,  345895,70.78,  530280,108.51,   31869, 6.52,  361410, 73.96,  458151, 93.75,  315493, 64.56,   44263,   12011,   12685,  19567,  488675
"1964:Q3",  2559573,531.49,  2873951,596.77,  314378, 65.28,  869243,180.50, 2004708,416.27,  198076,41.13,  84142,17.47,  32160, 6.68,  569664,118.29, 213350,44.30,  86229,17.91,  338278,70.24,  518453,107.66,   31685, 6.58,  354922, 73.70,  449039, 93.24,  312331, 64.85,   46454,   18607,    6065,  21782,  481587
"1964:Q2",  2513119,530.38,  2820685,595.28,  307566, 64.91,  860171,181.53, 1960514,413.75,  193368,40.81,  81812,17.27,  32386, 6.83,  565045,119.25, 210473,44.42,  84653,17.87,  327892,69.20,  501509,105.84,   30022, 6.34,  348620, 73.57,  444670, 93.84,  307801, 64.96,   44210,   16079,   13475,  14656,  473838
"1964:Q1",  2468908,536.26,  2766877,600.98,  297969, 64.72,  843875,183.29, 1923002,417.69,  188776,41.00,  78041,16.95,  31152, 6.77,  553844,120.30, 207779,45.13,  82252,17.87,  320095,69.53,  486212,105.61,   29240, 6.35,  342086, 74.30,  439363, 95.43,  306006, 66.47,   46520,   30955,    1652,  13913,  460392
"1963:Q4",  2422388,538.98,  2716392,604.40,  294004, 65.42,  839160,186.71, 1877232,417.69,  185106,41.19,  77870,17.33,  31028, 6.90,  553248,123.10, 204841,45.58,  81071,18.04,  316999,70.53,  457225,101.73,   27272, 6.07,  336215, 74.81,  438466, 97.56,  301055, 66.98,   -5071,  -27056,    5316,  16669,  449437
"1963:Q3",  2427460,550.94,  2712453,615.63,  284993, 64.68,  830885,188.58, 1881568,427.05,  180662,41.00,  74362,16.88,  29969, 6.80,  549322,124.68, 202006,45.85,  79557,18.06,  307763,69.85,  485140,110.11,   26413, 5.99,  330569, 75.03,  434895, 98.70,  296788, 67.36,   41885,   20716,   10453,  10716,  440601
"1963:Q2",  2385575,550.00,  2663051,613.98,  277476, 63.97,  817644,188.51, 1845407,425.46,  175801,40.53,  72217,16.65,  29458, 6.79,  540004,124.50, 199334,45.96,  78306,18.05,  300331,69.24,  465272,107.27,   25565, 5.89,  325112, 74.96,  434922,100.27,  294205, 67.83,   32187,   22944,    1426,   7817,  433739
"1963:Q1",  2353388,548.44,  2621347,610.88,  267959, 62.45,  813445,189.57, 1807902,421.32,  171352,39.93,  68935,16.06,  27672, 6.45,  539625,125.76, 196663,45.83,  77157,17.98,  294203,68.56,  443946,103.46,   23948, 5.58,  319363, 74.43,  434811,101.33,  291631, 67.96,   34342,   14260,    7823,  12259,  429107
"1962:Q4",  2319046,546.70,  2584095,609.18,  265049, 62.48,  803579,189.44, 1780516,419.74,  168307,39.68,  69344,16.35,  27398, 6.46,  533162,125.69, 194719,45.90,  75698,17.85,  286061,67.44,  431230,101.66,   22404, 5.28,  314380, 74.11,  432851,102.04,  293590, 69.21,  105001,   85409,    8684,  10908,  424193
"1962:Q3",  2214045,528.19,  2471599,589.63,  257554, 61.44,  793700,189.35, 1677899,400.28,  164345,39.21,  66626,15.89,  26583, 6.34,  525874,125.45, 193610,46.19,  74216,17.71,  276907,66.06,  348408, 83.12,   19817, 4.73,  311116, 74.22,  428812,102.30,  292839, 69.86,   39457,   19197,    4909,  15352,  419178
"1962:Q2",  2174587,522.96,  2425926,583.40,  251339, 60.44,  786529,189.15, 1639397,394.25,  160237,38.53,  65435,15.74,  25667, 6.17,  522112,125.56, 191450,46.04,  72967,17.55,  269203,64.74,  329789, 79.31,   19239, 4.63,  308016, 74.07,  423950,101.95,  289200, 69.55,  -94780, -108848,    5252,   8815,  415826
"1962:Q1",  2269368,553.59,  2513608,613.18,  244240, 59.58,  779418,190.13, 1734190,423.04,  156488,38.17,  62038,15.13,  25714, 6.27,  518133,126.39, 189692,46.27,  71593,17.46,  264453,64.51,  433050,105.64,   24826, 6.06,  304531, 74.29,  420717,102.63,  286613, 69.92,   12977,  -10164,    8391,  14750,  409933
"1961:Q4",  2256391,558.26,  2499304,618.35,  242913, 60.10,  769627,190.41, 1729677,427.94,  154027,38.11,  63435,15.69,  25451, 6.30,  511054,126.44, 188388,46.61,  70185,17.36,  259837,64.29,  443217,109.66,   24823, 6.14,  301563, 74.61,  415782,102.87,  284455, 70.38,   55930,   32689,    9358,  13883,  404186
"1961:Q3",  2200461,555.63,  2436248,615.17,  235787, 59.54,  759563,191.79, 1676685,423.37,  150179,37.92,  61082,15.42,  24526, 6.19,  502979,127.01, 187779,47.42,  68805,17.37,  254539,64.27,  412628,104.19,   22723, 5.74,  296320, 74.82,  409733,103.46,  280742, 70.89,   36456,   10639,   10060,  15757,  396030
"1961:Q2",  2164004,555.68,  2395516,615.13,  231512, 59.45,  748140,192.11, 1647376,423.02,  146603,37.65,  60597,15.56,  24312, 6.24,  494136,126.89, 186497,47.89,  67507,17.33,  248973,63.93,  403029,103.49,   21683, 5.57,  290969, 74.72,  404526,103.88,  278196, 71.44,   22704,     627,   10970,  11107,  389432
"1961:Q1",  2141300,558.13,  2366611,616.86,  225311, 58.73,  736012,191.84, 1630599,425.02,  143645,37.44,  59339,15.47,  22327, 5.82,  484488,126.28, 185416,48.33,  66108,17.23,  245235,63.92,  403160,105.08,   20925, 5.45,  285216, 74.34,  400872,104.49,  275191, 71.73,   50460,   41417,   -1609,  10652,  383653
"1960:Q4",  2090840,551.15,  2315390,610.34,  224550, 59.19,  737554,194.42, 1577836,415.92,  141378,37.27,  61248,16.15,  21924, 5.78,  486897,128.35, 185421,48.88,  65236,17.20,  242043,63.80,  364553, 96.10,   18115, 4.78,  279949, 73.80,  398555,105.06,  274621, 72.39,   53239,   40447,    1771,  11021,  379358
"1960:Q3",  2037601,539.27,  2256668,597.24,  219067, 57.98,  734743,194.46, 1521925,402.79,  138582,36.68,  59590,15.77,  20895, 5.53,  485654,128.53, 184433,48.81,  64656,17.11,  236987,62.72,  325875, 86.25,   16346, 4.33,  274511, 72.65,  395560,104.69,  272646, 72.16,   -4601,  -24862,    6633,  13628,  377847
"1960:Q2",  2042202,543.55,  2256687,600.64,  214485, 57.09,  726937,193.48, 1529750,407.16,  135366,36.03,  58622,15.60,  20497, 5.46,  479638,127.66, 183333,48.80,  63966,17.03,  230226,61.28,  350070, 93.17,   17013, 4.53,  268998, 71.60,  392615,104.50,  270828, 72.08,   18026,    6883,    4658,   6485,  375715
"1960:Q1",  2024176,545.07,  2231802,600.98,  207626, 55.91,  720533,194.03, 1511269,406.96,  132580,35.70,  55757,15.01,  19289, 5.19,  475580,128.06, 181679,48.92,  63274,17.04,  228305,61.48,  344090, 92.66,   16110, 4.34,  263035, 70.83,  391560,105.44,  268169, 72.21,    8394,  -21014,   12983,  16425,  371359
"1959:Q4",  2015782,549.81,  2222484,606.19,  206702, 56.38,  706025,192.57, 1516459,413.62,  130099,35.48,  57213,15.60,  19390, 5.29,  463647,126.46, 180221,49.16,  62157,16.95,  228096,62.21,  364442, 99.40,   16772, 4.57,  257362, 70.20,  388619,106.00,  261168, 71.23,   33674,   20270,    7946,   5458,  366634
"1959:Q3",  1982108,547.45,  2182002,602.66,  199894, 55.21,  697402,192.62, 1484600,410.04,  127007,35.08,  53918,14.89,  18969, 5.24,  456362,126.05, 179627,49.61,  61413,16.96,  225959,62.41,  345399, 95.40,   15545, 4.29,  252899, 69.85,  387258,106.96,  257540, 71.13,   13248,   -6255,    9471,  10032,  362062
"1959:Q2",  1968860,546.33,  2162539,600.08,  193679, 53.74,  686606,190.52, 1475933,409.55,  123346,34.23,  51878,14.40,  18455, 5.12,  447672,124.22, 178396,49.50,  60538,16.80,  220137,61.09,  351283, 97.48,   15916, 4.42,  248130, 68.85,  387556,107.54,  252911, 70.18,   27726,   12625,   10449,   4652,  360377
"1959:Q1",  1941134,549.55,  2127778,602.39,  186644, 52.84,  674228,190.88, 1453550,411.51,  119935,33.95,  48991,13.87,  17718, 5.02,  438052,124.02, 176561,49.99,  59615,16.88,  217114,61.47,  339692, 96.17,   14882, 4.21,  243645, 68.98,  387982,109.84,  250235, 70.84,   20310,    7189,    -141,  13262,  353222
